数据月份,订单日期,年份,月份,日,经销商,店铺,商品编码,商品名称,产品名称,产品大类,数量,GMV,含税进货价,省,市,区县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,上海,上海市,嘉定区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.0656,7.8,上海,上海市,宝山区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,吉林省,吉林市,丰满区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.0266,7.8,吉林省,四平市,梨树县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,106.9995,7.8,吉林省,四平市,铁东区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,266.0,7.8,四川省,广元市,苍溪县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,天津,天津市,津南区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,宁夏回族自治区,银川市,金凤区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,安徽省,安庆市,望江县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,安徽省,宣城市,郎溪县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,21.59,7.8,安徽省,宿州市,埇桥区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.6083,7.8,安徽省,宿州市,萧县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,安徽省,滁州市,琅琊区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,26.9001,7.8,安徽省,芜湖市,鸠江区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,山东省,临沂市,兰山区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,山东省,临沂市,河东区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,山东省,临沂市,罗庄区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,266.0,7.8,山东省,聊城市,莘县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,山东省,青岛市,城阳区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,山东省,青岛市,黄岛区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,16.6113,7.8,山西省,吕梁市,交口县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.139,7.8,广东省,中山市,小榄镇
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,广东省,汕头市,龙湖区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,江苏省,宿迁市,泗洪县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.0266,7.8,江苏省,扬州市,江都区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,5.8169,7.8,江苏省,无锡市,江阴市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.18,7.8,江苏省,盐城市,大丰区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,5.0,40.9,7.8,江苏省,连云港市,灌云县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,103.0005,7.8,江西省,九江市,修水县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,248.82,7.8,江西省,宜春市,高安市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,9.0,59.9148,7.8,江西省,赣州市,全南县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,江西省,赣州市,章贡区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,河北省,保定市,涿州市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,21.3576,7.8,河南省,信阳市,潢川县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,104.5005,7.8,河南省,商丘市,夏邑县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,河南省,郑州市,金水区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,浙江省,丽水市,莲都区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,台州市,天台县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,嘉兴市,海盐县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,271.7,7.8,浙江省,宁波市,慈溪市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,14.5556,7.8,浙江省,杭州市,萧山区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,浙江省,杭州市,钱塘区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,浙江省,温州市,苍南县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,浙江省,湖州市,安吉县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,浙江省,金华市,东阳市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2117,7.8,海南省,三亚市,吉阳区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,海南省,儋州市,那大镇
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,16.2676,7.8,海南省,海口市,美兰区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,21.5955,7.8,海南省,海口市,龙华区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,海南省,省直辖县级行政区划,临高县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,海南省,省直辖县级行政区划,定安县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,湖北省,武汉市,东西湖区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.0314,7.8,湖北省,武汉市,江夏区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,湖北省,武汉市,江岸区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,武汉市,青山区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,湖北省,省直辖县级行政区划,仙桃市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,94.9995,7.8,湖北省,荆门市,京山市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,湖北省,襄阳市,谷城县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,12.8436,7.8,湖北省,襄阳市,谷城县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,随州市,曾都区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,260.26,7.8,湖南省,湘潭市,岳塘区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,263.12,7.8,湖南省,邵阳市,邵东市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,甘肃省,定西市,安定区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,甘肃省,平凉市,华亭市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,福建省,泉州市,南安市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,福建省,泉州市,惠安县
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,福建省,泉州市,石狮市
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,福建省,漳州市,芗城区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,266.0,7.8,贵州省,六盘水市,钟山区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,贵州省,毕节市,七星关区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,贵州省,遵义市,红花岗区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,12.0,82.0596,7.8,辽宁省,丹东市,振兴区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.6962,7.8,辽宁省,大连市,金州区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,辽宁省,沈阳市,皇姑区
2月,2026-02-03,2026,2,3,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,陕西省,西安市,高陵区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,上海,上海市,浦东新区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,上海,上海市,浦东新区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,云南省,大理白族自治州,云龙县
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,25.8999,7.8,云南省,玉溪市,红塔区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,内蒙古自治区,呼和浩特市,玉泉区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.6659,7.8,北京,北京市,海淀区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,北京,北京市,通州区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,四川省,凉山彝族自治州,越西县
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,6.8415,7.8,四川省,成都市,温江区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,宁夏回族自治区,石嘴山市,大武口区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,安徽省,六安市,金安区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,安徽省,合肥市,肥东县
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,3.239,7.8,安徽省,芜湖市,弋江区
2月,2026-02-04,2026,2,4,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,14.5556,7.8,山东省,临沂市,兰山区
